palavra,tf,dicts,corpus,title,dmap
passeios,837776,1,0.4268,0,bcdfghijkp
passem,225218,0.99,0.1863,0,bcdfhij
passemos,33678,0.99,0.0376,0,bcdfhij
passeou,21213,0.99,0.0119,0.0042,bcdfhij
passes,222667,1,0.7078,0.0022,bcdfghijlms
passinhos,21823,0.999,0.0658,0,cdfghijk
passional,48956,1,0.1863,0,abcdfghijklmoqrst
passiva,326115,1,0.9342,0.0058,bcdfhijlmoqs
passivamente,52832,0.9999,0.0658,0,acjlmqrst
passivas,33448,0.99,0.0376,0,bcdfhij
passividade,82107,1,0.2922,0,abcdhijklmoqst
passivo,525022,1,0.5732,0.0136,abcdfghijklmoqrst
passivos,151461,0.9999,0.1863,0,bcdfghijk
passo,5644929,1,0.4268,0.0017,abcdfghijklmnoqrst
passos,2227843,1,0.2922,0,abcdfghijkmp
passou,6445449,0.9999,0.4268,0,bcdfhijmp
password,127852,0.0911,0.0066,0,ahqr
passávamos,23531,0.5,0.0066,0,bcdhj
passíveis,147934,0.9089,0.9624,0.0028,bcdfhj
passível,175625,1,0.9788,0.0036,abcdfghijklmoqrs
pasta,1960868,1,0.9994,0.1326,abcdfghijklmnoqrst
pastagem,72452,1,0.5732,0,abcdfghijklmoqrst
pastagens,110496,0.9999,0.1863,0,bcdfghijq
pastar,21122,1,0.0119,0,abcdfghijklmnoqrst
pastas,420835,0.999,0.1863,0,bcdfghij
paste,24421,0.999,0.0119,0.004,bcdfhijr
pastejo,25460,0.99,0.0037,0.0042,cdfhjmo
pastel,198381,1,0.2922,0.0033,abcdfghijklmoqrs
pastelaria,58481,1,0.1126,0.004,abcdghijklmoqrs
pastelarias,22261,0.9089,0.0066,0.005,bcdhij
pasteurizado,21554,1,0.0212,0,bcdhijkoqr
pastilha,131464,1,0.9342,0.0204,abcdfhijklmoqrst
pastilhas,138911,0.99,0.2922,0,bcdfhij
pastinha,35284,1,0.4268,0.0055,bcdfhijmos
pasto,129138,1,0.8137,0.0038,abcdfghijklmoqrst
pastor,1287153,1,0.5732,0,abcdfghijklmoqrst
pastora,104086,1,0.5732,0.0096,bcdfghijlmoqr
pastorais,92349,0.5,0.0376,0,cdfhj
pastoral,259803,1,0.1863,0,acdfghijklmoqrst
pastore,25658,0.5,0.0037,0.0132,cdfhj
pastoreio,34731,1,0.1863,0,abcdfhijklmoqrs
pastores,569461,0.9999,0.1863,0,bcdfghijp
pastos,52926,1,0.1126,0.004,bcdfghijkmp
pastéis,142931,0.999,0.9934,0.0091,bcdfghij
pata,139057,1,0.2922,0,bcdfghijklmopqrs
patamar,415159,1,0.4268,0.0022,abcdfghijklmoqrst
patamares,94573,0.99,0.1126,0,bcdfhij
patas,256275,1,0.9934,0.0027,bcdfghijkm
patati,21416,0.01,0.0011,0.1707,dho
patatá,47929,1,0.7078,0.0062,cdfghijklmoq
patch,175024,0.001,0.0119,0,qr
patchwork,101857,0.999,0.0037,0,adhmoqrs
patente,413062,1,0.4268,0.0069,abcdfghijklmoqrst
patenteada,25422,0.0911,0.0212,0,cdhj
patenteado,34071,0.9999,0.1126,0,bcdhijnoq
patentes,228990,0.999,0.1863,0,bcdfghij
paterna,106616,0.99,0.2922,0.0045,bcdfhij
paternal,37010,1,0.1126,0,acdfghijklmoqrst
paternalista,22443,1,0.1863,0,abcdhijkmoqs
paternidade,195680,1,0.2922,0,abcdghijklmoqrs
paterno,66686,1,0.1863,0.0044,abcdfghijklmoqrst
paternos,28142,0.99,0.1126,0,bcdfhij
pateta,63031,1,0.9624,0.012,abcdfhijklmnoqrst
patetas,26553,0.99,0.0119,0.0051,bcdfhij
pati,60298,1,0.5732,0.0165,cdfghijklmoqs
patina,43358,1,0.9963,0.0015,abcdfghijklmoqrs
patinar,24943,1,0.0212,0.0042,abcdfghijklmoqrst
patinação,48769,1,0.1126,0,abcdfghijkmoqst
patinha,27691,1,0.0376,0.0025,bcdfghijlmq
patinhas,31689,1,0.0066,0,bcdfghijlmq
patinho,77958,1,0.2922,0.0067,bcdfghijlmoqrst
patinhos,21796,0.999,0.0212,0,cdfghijk
patins,102006,0.999,0.1126,0.0039,bcdfhijr
pato,243677,1,0.998,0.0017,abcdfghijklmopqrs
patogênicos,29838,0.5,0.0376,0.0081,bcdhj
patologia,180932,1,0.4268,0.0069,abcdfghijklmoqrs
patologias,147250,0.99,0.1126,0,bcdhijm
patológica,42392,0.99,0.2922,0,bcdhjmq
patológicas,28147,0.5,0.0376,0.0159,bcdhj
patológico,57942,1,0.5732,0,abcdghijklmoqrs
patológicos,31427,0.5,0.1126,0.008,bcdhj
patos,97798,1,0.4268,0.0039,bcdfghijlmoq
patriarca,97812,1,0.1126,0,abcdfghijklmoqrs
patriarcado,47793,1,0.1126,0.0058,abcdghijklmoqrst
patriarcal,68446,1,0.1863,0,abcdghijklmnoqrst
patriarcas,31662,0.9089,0.0119,0,bcdhij
patricinha,51299,1,0.0066,0.004,cdghijkmos
patricinhas,29699,0.001,0.0037,0.4494,cj
patrimoniais,125950,0.9089,0.0212,0,bcdhij
patrimonial,411534,1,0.1863,0.0324,abcdghijklmoqrs
patrimônio,1638137,1,1,0.0441,abcdghijklmoqrst
patrimônios,61264,0.5,0.0658,0.0094,bcdhj
patriota,45507,1,0.1863,0.004,abcdfghijklmoqrs
patriotas,36255,0.99,0.0212,0,bcdfhij
patriotismo,91261,1,0.2922,0.0046,abcdghijklmnoqrst
patriótica,24418,0.5,0.0658,0,bcdhj
patriótico,36395,1,0.9342,0.0082,abcdghijklmoqrst
patroa,110426,1,0.9788,0.0057,bcdfhijkmoqrs
patrocina,58928,0.999,0.9624,0.0022,bcdfhijq
patrocinada,68694,0.0911,0.1126,0.0389,cdhj
patrocinadas,25480,0.0911,0.0212,0,cdhj
patrocinado,486053,1,0.1863,0.004,bcdhijmoqt
patrocinador,143455,1,0.1863,0,acdhjklmnoqrs
patrocinadora,54627,0.0911,0.0212,0,cdhj
patrocinadoras,22442,0.0911,0.0119,0,cdhj
patrocinadores,282523,0.0911,0.1126,0,cdhj
patrocinados,124173,0.0911,0.0376,0.0263,cdhj
patrocinando,20191,0.9089,0.0212,0,bcdhij
patrocinar,71393,1,0.2922,0,abcdghijklmoqrst
patrocinou,26825,0.9089,0.0376,0,bcdhij
patrocínio,544805,1,0.9994,0.0525,abcdghijklmoqrst
patrocínios,89519,0.9089,0.0658,0.0101,bcdhjr
patronais,38222,0.01,0.002,0,cfj
patronal,77137,1,0.0376,0,acdfghijklmoqs
patronato,21708,1,0.0658,0,abcdfghijklmoqst
patrono,140089,1,0.4268,0.0087,abcdfghijklmnopqrst
patrulha,192099,1,0.9934,0.0159,abcdfghijklmnoqrst
patrulhamento,84387,1,0.0376,0,abcdhijkmoqst
patrulhas,28916,0.999,0.0119,0,bcdfghij
patrão,345535,1,0.5732,0,abcdfghijklmoqrst
patrícia,1218606,1,0.9999,0.7308,acdfghijkmos
patrício,146804,1,0.9881,0.0662,abcdfghijklmnoqrst
patrícios,23142,0.99,0.0376,0,bcdfghj
patrões,166290,0.999,0.7078,0.0044,bcdfghij
patética,53655,0.99,0.0658,0,bcdfhjm
patético,101138,1,0.9788,0.0089,abcdfghijklmoqrst
patê,56489,1,1,0.0049,acdfghijklmoqs
patógeno,22398,1,0.2922,0.0041,acdfghijkmor
patógenos,34653,0.9089,0.0212,0,cdfghj
pau,1926001,1,0.5732,0,abcdfghijklmopqrst
paul,1258164,1,0.9998,0.4993,acdfghijklmnoqrst
paula,2325057,1,0.9624,0.4715,abcdfghijlmq
paulada,28984,1,0.1126,0.0043,abcdfhijlmnoqst
pauladas,30109,0.99,0.0066,0,bcdfhij
paulatinamente,59169,1,0.1863,0,acdhjlmqst
paulina,93766,1,0.1863,0.0169,acdfhjlmoqs
paulino,242383,1,0.0376,0.1437,acdfghijkm
paulinos,27118,0.0911,0.0006,0,cfgj
paulista,1277615,1,0.2922,0.002,abcdfghijklmoqst
paulistana,149899,0.99,0.0037,0,bcdghij
paulistanas,25104,0.99,0.0011,0.0043,bcdghij
paulistano,157730,1,0.0376,0,abcdghijklmoqs
paulistanos,93005,0.99,0.0037,0.0046,bcdghij
paulistas,271861,0.9999,0.0658,0,bcdfghijm
paulistinha,27035,0.999,0.0037,0.0058,cdghijkq
paulo,55607301,1,0.9788,0.2731,abcdfghijklmpq
paulão,53739,0.0911,0.0066,0.482,acfj
paulínia,96717,1,0.1863,0.0316,acdfghijklmoq
paus,119777,1,0.1863,0,bcdfghijmqrs
pausa,590529,1,0.9934,0.0133,abcdfghijklmnoqrst
pausar,37673,1,0.0658,0,acdfghijklmoqrst
pausas,115965,0.999,0.1126,0,bcdfghij
pause,30739,0.5,0.0212,0,cdfhj
pauta,973153,1,0.9963,0.0219,abcdfhijklmoqrs
pautada,88271,0.99,0.0066,0.0042,bcdfhij
pautadas,34413,0.99,0.002,0,bcdfhij
pautado,84063,1,0.4268,0.0045,abcdfhijklmoqst
pautados,28543,0.99,0.0212,0,bcdfhij
pautar,58520,1,0.0066,0,abcdfghijklmnoqrst
pautas,130147,0.9999,0.0658,0,bcdfhijlq
pautou,20742,0.99,0.002,0,bcdfhij
pauzinhos,22320,1,0.0376,0,bcdfhijmos
pavilhão,185078,1,0.2922,0.0034,abcdfghijklmnoqrst
pavilhões,58208,0.9089,0.0658,0,bcdfhj
pavimentada,27173,0.0911,0.0376,0.0404,cdhj
pavimentadas,29669,0.0911,0.0376,0,cdhj
pavimentação,167362,1,0.1863,0,abcdghijklmnoqrst
pavimento,197626,1,0.1863,0,abcdfhijklmnoqrst
pavimentos,157664,0.99,0.0376,0,cdghijk
pavio,47364,1,0.9881,0.0085,abcdfghijklmnoqrst
pavor,148275,1,0.5732,0,abcdfghijklmoqrst
pavão,133919,1,0.9881,0.0256,abcdfghijklmopqrs
pavê,22609,0.9999,0.0212,0,acdfghjko
pax,46927,0.01,0.0212,0,dgh
paz,4672776,1,0.5732,0,abcdfghijklmopqrst
pazes,85054,0.99,0.0376,0,bcdfhij
paço,258651,1,0.9999,0.0994,abcdfghijklmoqst
paçoca,44772,1,0.9624,0.0048,abcdfghijkmopqs
paços,172941,0.9089,0.9342,0.1389,cdfghj
país,23559494,1,1,0.1872,abcdfghijklmopqrst
países,7871224,1,0.9999,0.3087,bcdfghijkmp
pb,1105352,0.9999,0.8137,0.3349,cdghjkmos
pc,3135669,1,0.9934,0.003,cdhjkmoqrs
pca,42102,0.01,0.0011,0,gjk
pcb,101141,0.9089,0.002,0,cdghjk
pcc,107251,0.9089,0.002,0,cdghjk
pcdob,206062,0.9089,0.0006,0,cdghjk
pci,155269,0.01,0.0011,0,gjk
pcn,32609,0.001,0.0006,0,gj
pco,21723,0.01,0.0003,0,gjk
pcp,274938,0.9089,0.0003,0,cdghjk
pcr,91304,0.99,0.0066,0,cdghjko
pcs,55856,0.01,0.0003,0,gjk
pd,96188,0.999,0.1863,0.4955,cdghjkmo
pdf,1295599,0.9089,0.0037,0,cdghjk
pdm,37860,0.9089,0.0003,0,cdghjk
pds,39308,0.9089,0.0006,0,cdghjk
pdt,488427,0.9089,0.0011,0,cdghjk
pead,24956,0.9089,0.0003,0,cdghjk
pebolim,28166,1,0.0376,0.0053,cdfghijkoqs
pec,487739,0.01,0.0011,0,gjk
pecado,1922317,1,0.4268,0.002,abcdfhijklmnoqrst
pecador,273350,1,0.1126,0.0032,abcdfhijklmnoqrst
pecadora,40951,1,0.0212,0,bcdfhijlmoqs
pecadores,276668,0.99,0.0658,0,bcdfhij
pecados,1010092,0.999,0.4268,0.0062,bcdfhijm
pecaminosa,38957,0.9089,0.0037,0,bcdhij
pecaminoso,28313,1,0.0376,0,abcdghijklmoqrs
pecando,31435,0.999,0.0119,0.0041,bcdfhijq
pecar,127267,1,0.1863,0,abcdfghijklmnoqrst
pecaram,40315,0.99,0.0376,0.0041,bcdfhij
pecha,25882,1,0.5732,0.0042,acdfhjlmnoqst
pechincha,52440,1,0.8874,0.0032,abcdfhijklmnoqrst
pecinhas,22449,0.5,0.0212,0,cdfhj
pecou,63628,0.99,0.0376,0.008,bcdfhij
pectina,20669,1,0.0212,0.0041,acdfghijklmoqrs
pecuarista,31600,1,0.0376,0,abcdhijkmoqt
pecuaristas,32484,0.9089,0.0119,0,bcdhij
peculato,48112,1,0.1126,0,abcdfghijklmoqrs
peculiar,341338,1,0.5732,0,abcdfghijklmoqrst
peculiares,119491,0.9089,0.1126,0,bcdhij
peculiaridade,66741,1,0.2922,0,abcdhijklmoqrst
peculiaridades,183387,0.9089,0.1126,0,bcdhij
pecuniária,52717,1,0.2922,0.004,bcdhijlmoq
pecuniárias,24800,0.5,0.0119,0.0081,bcdhj
pecuária,258410,1,0.5732,0.0028,bcdfhijklmoqrs
pecém,23627,1,0.0212,0.0141,cdfghijkmo
pedacinho,184056,1,0.4268,0,bcdfhijnpqrt
pedacinhos,118527,0.99,0.0658,0.0039,bcdhijp
pedagoga,44720,0.99,0.0212,0.0041,bcdfhij
pedagogia,260958,1,0.4268,0,abcdfghijklmnoqrs
pedagogo,54243,1,0.1126,0.004,abcdfghijklmnoqrs
pedagogos,36924,0.99,0.0212,0,bcdfhij
pedagógica,460210,0.5,0.1863,0.0027,bcdhj
pedagógicas,290984,0.5,0.0119,0.0109,bcdhj
pedagógico,420588,1,0.8137,0.002,abcdghijklmoqrs
pedagógicos,215075,0.5,0.0658,0.0154,bcdhj
pedais,90076,0.99,0.4268,0,bcdfhij
pedal,215737,1,0.1863,0,abcdfghijklmoqrs
pedala,46203,0.99,0.2922,0.0031,bcdfhij
pedalada,44978,1,0.1126,0,bcdfhijklmoqs
pedaladas,64725,0.99,0.0119,0,bcdfhij
pedalando,47711,0.99,0.0376,0,bcdfhij
pedalar,157539,1,0.1863,0.0051,abcdfghijklmoqrs
pedaleira,24997,0.999,0.0037,0,cdfhjoqs
pedante,23441,1,0.1126,0.0041,abcdfghijklmnoqrst
pedaço,961333,1,0.5732,0,abcdfghijklmoqrst
pedaços,943137,1,0.4268,0.0061,bcdfghijmp
pede,2287233,0.9999,0.2922,0.004,bcdfghijm
pedem,538839,0.99,0.2922,0,bcdfhij
pederneiras,28267,0.9089,0.0658,0.0079,bcdhij
pedestal,72954,1,0.2922,0,abcdfghijklmoqrst
pedestre,114965,1,0.2922,0,abcdfghijklmopqrs
pedestres,261579,0.999,0.2922,0,bcdfhijp
pedi,663937,0.999,0.1126,0.0041,bcdfhijm
pedia,292265,0.999,0.2922,0.0048,bcdfhijm
pediam,82048,0.99,0.0658,0,bcdfhij
pediatra,178689,1,0.2922,0,abcdfhijklmoqrs
pediatras,37277,0.99,0.0066,0,bcdfhij
pediatria,58160,1,0.0658,0.004,abcdfghijklmoqrs
pedicure,35553,0.999,0.0119,0,cdfghijk
pedida,271752,1,0.2922,0,bcdfghijlmoqs
pedidas,60443,0.999,0.1863,0.0042,bcdfghij
pedido,4695382,1,0.4268,0.004,abcdfhijklmnoqrst
pedidos,1850792,0.999,0.4268,0.3071,bcdfhijm
pedigree,51896,1,0.0658,0,acdfghijkmoqrs
pedimos,488743,0.99,0.1126,0.054,bcdfhij
pedindo,1265750,0.99,0.1863,0.0042,bcdfhij
pedinte,20583,1,0.0658,0.0041,abcdfhijklmoqrst
pedir,3428549,1,0.5732,0,abcdfghijklmoqrst
pedira,79191,0.99,0.9624,0.0021,bcdfhij
pediram,351696,0.99,0.1863,0.0035,bcdfhij
pedirei,20244,0.99,0.0066,0.0043,bcdfhij
pedirem,70395,0.99,0.0212,0.004,bcdfhij
pediria,52160,0.99,0.0658,0.0044,bcdfhij
pedirmos,23153,0.99,0.0119,0,bcdfhij
pedisse,50906,0.99,0.0658,0.0041,bcdfhij
pediu,1937035,0.99,0.2922,0,bcdfhij
pediátrica,44019,0.0911,0.0376,0,cdhj
pediátrico,42394,1,0.8137,0.0055,acdghijklmoqs
pediátricos,22003,0.0911,0.0119,0,cdhj
pedofilia,191044,1,0.1863,0,acdfghijkmoqrs
pedonal,30500,1,0.0212,0.0043,cdfghijkos
pedra,2969660,1,0.9997,0.3293,abcdfghijlmnopqrst
pedrada,37098,1,0.0376,0.0044,bcdfhijlmoqst
pedradas,28400,0.99,0.0212,0,bcdfhij
pedrarias,34067,0.5,0.0119,0,cdfhj
pedras,1366912,1,0.4268,0,bcdfghijpq
pedreira,54867,1,0.1126,0,abcdfghijklmoqrs
pedreiras,30013,0.999,0.0658,0,bcdfhijr
pedreiro,182856,1,0.4268,0,abcdfghijklmoqrst
pedreiros,55494,0.9999,0.1863,0,bcdfghijp
pedrinha,29116,1,0.1126,0,bcdfghijmoqr
pedrinhas,67663,1,0.2922,0,bcdfghijlmq
pedrinho,133284,1,0.7078,0.0694,abcdfghijklms
pedrosa,127385,0.9089,0.0119,0.0589,acdfhj
pedroso,134711,1,0.0376,0.0603,acdfghijklmoqrst
pedágio,160247,1,0.8137,0.0099,abcdfghijklmoqrs
pedágios,48304,0.9089,0.0119,0.0044,bcdfhj
pedófilo,57885,1,0.9342,0.0043,acdfghijklmoqrs
pedófilos,56765,0.01,0.0212,0,cfj
peeling,88187,0.5,0.0212,0.0175,dhmos
peemedebista,78132,0.999,0.0003,0,acdhjmos
peemedebistas,29838,0.001,0.0003,0,cj
pega,1710816,1,1,0.0551,abcdfghijklmnopqrst
pegada,284664,1,0.4268,0.0024,abcdfghijklmnoqrst
pegadas,137041,1,0.7078,0.0095,bcdfghijlq
pegadinha,78207,1,0.0119,0,bcdfhijmors
pegadinhas,44206,0.9089,0.0037,0,bcdhij
pegado,56869,1,0.2922,0.004,abcdfhijklmnoqst
pegador,58008,1,0.0658,0.0054,acdfghjklmoqrst
pegajosa,26406,0.99,0.0376,0,bcdfhij
pegajoso,23842,1,0.1126,0,abcdfghijklmoqrst
pegam,148322,0.99,0.1863,0,bcdfhij
pegamos,204684,0.99,0.0212,0.0096,bcdfhij
pegando,610924,0.99,0.2922,0.0092,bcdfhij
pegar,2975146,1,0.4268,0,abcdfghijklmnoqrst
pegara,29848,0.99,0.7078,0.0021,bcdfhij
pegaram,146074,0.99,0.1126,0.0051,bcdfhij
pegarem,37347,0.99,0.0376,0.0041,bcdfhij
pegaria,46720,0.99,0.0119,0.0042,bcdfhij
pegarmos,25150,0.99,0.0119,0,bcdfhij
pegas,44008,1,0.0212,0,bcdfghijmos
pegasse,38377,0.99,0.0376,0.0041,bcdfhij
pegava,145886,0.99,0.0658,0,bcdfhij
pegação,47534,1,0.0212,0.0093,cdfghijkos
pego,562078,1,0.9788,0.002,bcdfghijklmnoqst
pegos,65357,0.999,0.0212,0,cdfghijk
pegou,1045747,0.999,0.1863,0,bcdfghij
pegue,479234,0.99,0.1126,0.002,bcdfhij
peguei,725089,0.99,0.0376,0,bcdfhij
peguem,54059,0.99,0.0066,0.008,bcdfhij
peida,21168,0.9999,0.2922,0.0023,bcdfhijqs
peido,40635,1,0.0212,0,bcdfghijlmoqrs
peitinho,32496,0.5,0.0011,0,cdfhj
peitinhos,66175,0.5,0.0011,0,cdfhj
peito,1748235,1,0.4268,0.002,abcdfghijklmnoqrst
peitoral,51382,1,0.2922,0,abcdfghijklmnoqrs
peitos,355964,1,0.1863,0,bcdfghijkq
peituda,369454,1,0.0037,0.0194,bcdfhijlmors
peitudas,41438,0.99,0.0011,0,bcdfhij
peitões,56973,0.5,0.0006,0.0094,cdfhj
peixe,1960668,1,0.9994,0.3309,abcdfghijklmopqrs
peixes,1468425,1,0.9994,0.2994,bcdfghijmpqrs
peixinho,67900,1,0.0376,0,bcdfghijkmos
peixinhos,57140,0.9999,0.0376,0,bcdfghijp
peixoto,445620,1,0.0658,0.4934,abcdfghijk
pejorativa,24577,0.9089,0.0658,0,bcdhij
pejorativo,44165,1,0.2922,0,abcdghijklmnoqrst
pel,37036,0.01,0.0212,0.1757,dhk
pela,72363977,1,1,0.1452,abcdfghijklmopqrst
pelada,395669,1,0.2922,0,abcdfghijklmoqs
peladas,145958,0.999,0.1126,0.0069,bcdfghij
peladinha,138572,0.5,0.0037,0,cfjqs
peladinhas,22546,0.001,0.0002,0,cj
pelado,108117,1,0.1126,0,abcdfhijklmnoqrst
pelados,61429,0.99,0.0212,0.0054,bcdfhij
pelagem,94048,1,0.1863,0.0047,acdfghijklmnoqrst
pelas,11273502,1,0.4268,0.002,bcdfhijmpt
pele,5658577,1,0.9997,0.4384,abcdfghijklmopqrst
peleja,56858,1,0.9881,0.0025,abcdfhijklmoqrst
peles,257611,0.9999,0.2922,0.0054,bcdfghijr
pelinhos,22803,0.5,0.0037,0,cdfhj
pelo,73097596,1,1,0.0026,abcdfghijklmnopqrst
pelos,18381277,1,0.9999,0.0034,bcdfghijkmnpq
pelota,24943,1,0.1863,0,abcdfhijklmoqrs
pelotão,148373,1,0.2922,0.0124,abcdfghijklmoqrst
pelourinho,91238,1,0.7078,0.0204,abcdhijklmoqrs
pelouro,27105,1,0.0037,0.0052,cdfghijklmoqs
peluche,20760,1,0.0119,0.0045,cdfghijkqrs
peluda,70941,1,0.1126,0,bcdfghijlmqrs
peludas,47023,0.999,0.0658,0.0049,bcdfghij
peludo,71898,1,0.1863,0,abcdfghijklmnoqrst
peludos,54645,0.999,0.0376,0.0045,bcdfghij
pelve,29776,1,0.0658,0,acdfghijklmoqrs
película,536521,1,0.998,0.1686,abcdfghijklmnoqrst
películas,68229,0.9089,0.1863,0,bcdfhj
pelúcia,310209,1,0.9881,0.052,abcdfghijklmoqrs
pena,8245090,1,0.9997,0.2568,abcdfghijklmnoqrst
penais,188095,0.999,0.1863,0,bcdfghij
penal,1263154,1,0.2922,0.0018,abcdfghijklmoqrst
penalidade,201293,1,0.1863,0,acdhjklmnoqrst
penalidades,213392,0.0911,0.1863,0.0161,cdhj
penalizado,44397,1,0.0658,0,bcdhijmoqt
penalizados,27275,0.9089,0.0212,0.0044,bcdhij
penalizar,27668,1,0.0376,0,abcdfghijklmnoqrst
penalização,53466,1,0.0658,0.0043,acdghijkqrs
penalty,119809,0.001,0.0376,0.434,qs
penar,22306,1,0.0376,0,abcdfghijklmnoqrst
penas,676754,1,0.4268,0,bcdfghijmp
penca,31212,1,0.1863,0.004,abcdfghijklmoqrst
pende,24305,0.99,0.7078,0.0021,bcdfhij
pendente,155823,1,0.2922,0,abcdfghijklmnoqrst
pendentes,163438,0.9999,0.2922,0,bcdfghijs
pender,21214,1,0.4268,0,abcdfghijklmoqrst
pendor,23460,1,0.1126,0,abcdfghijklmoqrst
pendrive,120572,0.99,0.002,0,cdghijk
pendura,39605,1,0.9342,0.0044,abcdfghijklmoqrst
pendurada,73417,0.999,0.1863,0,bcdfhijq
penduradas,54608,0.9089,0.0658,0,bcdhij
pendurado,129367,1,0.1863,0,abcdfhijkmoqt
pendurados,69092,0.99,0.0376,0,bcdghij
pendurar,125009,1,0.2922,0,abcdfghijklmoqrst
pendure,25311,0.99,0.0037,0.0051,bcdfhij
pendência,55691,1,0.9881,0.002,abcdfghijklmoqrst
pendências,109273,0.99,0.9342,0,bcdhijm
peneira,181188,1,0.9788,0.0035,abcdfghijklmoqrst
peneirada,29473,1,0.0119,0,bcdfhijklmoqst
peneiras,29106,0.99,0.0658,0,bcdfhij
peneire,32062,0.99,0.0011,0.0061,bcdfhij
penetra,139487,1,0.998,0.0046,abcdfhijklmnopqrst
penetrada,21597,0.01,0.0119,0,cfj
penetrado,20644,1,0.1126,0,abcdfhijoq
penetram,42981,0.999,0.0658,0,bcdfhijp
penetrando,45726,0.9089,0.0658,0,bcdhij
penetrante,53120,1,0.0658,0,abcdghijklmnoqrst
penetrar,180831,1,0.4268,0,abcdfghijklmoqrst
penetração,345201,1,0.9342,0,abcdghijklmnoqrst
penetre,23657,0.99,0.0658,0.0041,bcdfhij
penetrou,45843,0.99,0.1126,0,bcdfhij
penha,89677,1,0.0119,0,acdfghijklmnoqst
penhasco,56310,1,0.1126,0,abcdfghijklmnoqrst
penhascos,25853,0.999,0.0658,0,bcdfhijq
penhor,47916,1,0.1126,0,abcdfghijklmoqrst
penhora,170507,1,0.8137,0.0029,abcdfhijkmnoqrs
penhorado,20515,1,0.0376,0,abcdfhijklmnoqst
peniana,30028,0.5,0.0376,0.0097,cdfhj
peniano,23291,1,0.0658,0.0048,acdfghijklmoqs
penicilina,34851,1,0.0376,0,abcdghijkmoqrs
penico,20752,1,0.9342,0,acdfghijklmoqrst
peninha,54305,0.9999,0.0212,0.0074,bcdfghijk
penitenciarias,36216,0.9089,0.5732,0,bcdhij
penitenciária,201062,1,0.9998,0.023,abcdhijklmoqrst
penitenciário,143422,1,0.9342,0.0215,abcdghijklmoqrst
penitenciários,46238,0.5,0.0376,0,bcdhj
penitência,111593,1,0.9989,0,abcdghijklmnoqrst
penosa,41544,1,0.1126,0,bcdfhijklmnoqs
penoso,55566,1,0.1126,0,abcdfghijklmnoqrst
pensa,2351831,0.999,0.9998,0.0445,bcdfhijp
pensada,143242,0.99,0.1863,0.0041,bcdfhij
pensadas,64761,0.99,0.0376,0,bcdfhij
pensado,535415,1,0.4268,0.0028,bcdfhijkmoqt
pensador,250931,1,0.5732,0,abcdfghijklmoqrs
pensadores,200228,0.99,0.1126,0,bcdghij
pensados,60696,0.99,0.0658,0,bcdfhij
pensam,992675,0.999,0.2922,0,bcdfhijp
pensamento,3237985,1,0.4268,0,abcdghijklmnoqrst
pensamentos,2208269,1,0.4268,0.1768,bcdghijlmqs
pensamos,508590,0.99,0.0658,0,bcdfhij
pensando,2613413,0.999,0.1863,0,bcdfhijm
pensante,59246,1,0.0658,0,abcdfghijklmoqs
pensantes,40628,0.999,0.0376,0,bcdfghij
pensar,6409014,1,0.4268,0,abcdfghijklmnopqrst
pensara,50047,0.99,0.7078,0.0064,bcdfhij
pensaram,148627,0.99,0.1126,0,bcdfhij
pensarem,94317,0.99,0.0658,0,bcdfhij
pensaria,65821,0.999,0.0212,0.004,bcdfhijm
pensarmos,160105,0.99,0.0376,0,bcdfhij
pensas,67771,0.99,0.0119,0,bcdfhij
pensasse,51619,0.99,0.0212,0,bcdfhij
pensassem,24890,0.99,0.0212,0,bcdfhij
pensativa,34237,0.99,0.0066,0,bcdfhij
pensativo,49573,1,0.0376,0,abcdfghijklmoqrst
pensava,819703,0.99,0.1863,0.0091,bcdfhij
pensavam,119965,0.99,0.0376,0,bcdfhij
pense,885806,0.99,0.1863,0.0021,bcdfhij
pensei,1780817,0.99,0.1126,0.002,bcdfhij
pensem,224310,0.99,0.0376,0,bcdfhij
pensemos,37157,0.99,0.0212,0,bcdfhij
penses,24884,0.99,0.002,0.0041,bcdfhij
pensionista,31063,1,0.0212,0,abcdghijklmoqrst
pensionistas,131632,0.9089,0.0376,0,bcdhij
penso,1869053,1,0.4268,0.002,abcdfhijklmoqrst
pensou,961711,0.99,0.2922,0,bcdfhij
pensávamos,42991,0.5,0.0376,0,bcdhj
pensão,563612,1,0.4268,0.002,abcdfghijklmnoqrst
pensões,303079,0.9089,0.0658,0.0164,bcdfhj
penta,36411,1,0.0658,0,acdfghijkmos
pentacampeão,20009,1,0.002,0,abcdhijkmos
pentagrama,24808,1,0.0119,0,abcdghijklmoqrs
pentateuco,29161,1,0.0376,0.0083,abcdghijklmoqrs
pente,119985,1,0.4268,0,abcdfghijklmoqrs
penteadeira,56246,1,0.0212,0.0063,abcdghijklmoqst
penteado,254187,1,0.1863,0,abcdfhijklmnoqrst
penteados,183813,0.99,0.1126,0,bcdfhij
pentear,102459,1,0.2922,0.0056,abcdfghijklmnopqrst
pentecostais,69548,0.001,0.0066,0,cj
pentecostal,135793,1,0.1126,0.0156,acdghijkmoqs
pentecostalismo,21565,0.9999,0.0011,0,acdhjmoqt
pentecostes,115146,1,0.0066,0.3495,bcdhijmoqrs
pentes,31059,1,0.1126,0,bcdfghijpq
